Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
commons-validator,org.apache.commons.validator,MultipleTest,testRequiredLastNameLong,Long Statement,The length of the statement "assertTrue(firstNameResult.containsAction(ACTION)`() -> "First Name ValidatorResult should contain the '" + ACTION + "' action.");" is 130.,259
commons-validator,org.apache.commons.validator,MultipleTest,testRequiredLastNameLong,Long Statement,The length of the statement "assertTrue(firstNameResult.isValid(ACTION)`() -> "First Name ValidatorResult for the '" + ACTION + "' action should have passed.");" is 131.,259
commons-validator,org.apache.commons.validator,MultipleTest,testRequiredLastNameShort,Long Statement,The length of the statement "assertTrue(firstNameResult.containsAction(ACTION)`() -> "First Name ValidatorResult should contain the '" + ACTION + "' action.");" is 130.,293
commons-validator,org.apache.commons.validator,MultipleTest,testRequiredLastNameShort,Long Statement,The length of the statement "assertTrue(firstNameResult.isValid(ACTION)`() -> "First Name ValidatorResult for the '" + ACTION + "' action should have passed.");" is 131.,293
commons-validator,org.apache.commons.validator,ParameterValidatorImpl,validateParameter,Long Parameter List,The method has 7 parameters. ,24
commons-validator,org.apache.commons.validator,RequiredIfTest,testRequired,Long Statement,The length of the statement "assertTrue(firstNameResult.containsAction(ACTION)`() -> "First Name ValidatorResult should contain the '" + ACTION + "' action.");" is 130.,57
commons-validator,org.apache.commons.validator,RequiredIfTest,testRequired,Long Statement,The length of the statement "assertTrue(firstNameResult.isValid(ACTION)`() -> "First Name ValidatorResult for the '" + ACTION + "' action should have passed.");" is 131.,57
commons-validator,org.apache.commons.validator,RequiredIfTest,testRequired,Long Statement,The length of the statement "assertTrue(lastNameResult.containsAction(ACTION)`() -> "Last Name ValidatorResult should contain the '" + ACTION + "' action.");" is 128.,57
commons-validator,org.apache.commons.validator,RequiredIfTest,testRequired,Long Statement,The length of the statement "assertTrue(lastNameResult.isValid(ACTION)`() -> "Last Name ValidatorResult for the '" + ACTION + "' action should have passed.");" is 129.,57
commons-validator,org.apache.commons.validator,RequiredIfTest,testRequiredFirstName,Long Statement,The length of the statement "assertTrue(firstNameResult.containsAction(ACTION)`() -> "First Name ValidatorResult should contain the '" + ACTION + "' action.");" is 130.,93
commons-validator,org.apache.commons.validator,RequiredIfTest,testRequiredFirstName,Long Statement,The length of the statement "assertTrue(firstNameResult.isValid(ACTION)`() -> "First Name ValidatorResult for the '" + ACTION + "' action should have passed.");" is 131.,93
commons-validator,org.apache.commons.validator,RequiredIfTest,testRequiredFirstName,Long Statement,The length of the statement "assertTrue(lastNameResult.containsAction(ACTION)`() -> "Last Name ValidatorResult should contain the '" + ACTION + "' action.");" is 128.,93
commons-validator,org.apache.commons.validator,RequiredIfTest,testRequiredFirstName,Long Statement,The length of the statement "assertTrue(lastNameResult.isValid(ACTION)`() -> "Last Name ValidatorResult for the '" + ACTION + "' action should have passed.");" is 129.,93
commons-validator,org.apache.commons.validator,RequiredIfTest,testRequiredFirstNameBlank,Long Statement,The length of the statement "assertTrue(firstNameResult.containsAction(ACTION)`() -> "First Name ValidatorResult should contain the '" + ACTION + "' action.");" is 130.,127
commons-validator,org.apache.commons.validator,RequiredIfTest,testRequiredFirstNameBlank,Long Statement,The length of the statement "assertTrue(!firstNameResult.isValid(ACTION)`() -> "First Name ValidatorResult for the '" + ACTION + "' action should have failed.");" is 132.,127
commons-validator,org.apache.commons.validator,RequiredIfTest,testRequiredFirstNameBlank,Long Statement,The length of the statement "assertTrue(lastNameResult.containsAction(ACTION)`() -> "Last Name ValidatorResult should contain the '" + ACTION + "' action.");" is 128.,127
commons-validator,org.apache.commons.validator,RequiredIfTest,testRequiredFirstNameBlank,Long Statement,The length of the statement "assertTrue(lastNameResult.isValid(ACTION)`() -> "Last Name ValidatorResult for the '" + ACTION + "' action should have passed.");" is 129.,127
commons-validator,org.apache.commons.validator,RequiredIfTest,testRequiredLastName,Long Statement,The length of the statement "assertTrue(firstNameResult.containsAction(ACTION)`"First Name ValidatorResult should contain the '" + ACTION + "' action.");" is 124.,161
commons-validator,org.apache.commons.validator,RequiredIfTest,testRequiredLastName,Long Statement,The length of the statement "assertTrue(firstNameResult.isValid(ACTION)`"First Name ValidatorResult for the '" + ACTION + "' action should have passed.");" is 125.,161
commons-validator,org.apache.commons.validator,RequiredIfTest,testRequiredLastName,Long Statement,The length of the statement "assertTrue(lastNameResult.containsAction(ACTION)`() -> "Last Name ValidatorResult should contain the '" + ACTION + "' action.");" is 128.,161
commons-validator,org.apache.commons.validator,RequiredIfTest,testRequiredLastName,Long Statement,The length of the statement "assertTrue(lastNameResult.isValid(ACTION)`() -> "Last Name ValidatorResult for the '" + ACTION + "' action should have passed.");" is 129.,161
commons-validator,org.apache.commons.validator,RequiredIfTest,testRequiredLastNameBlank,Long Statement,The length of the statement "assertTrue(firstNameResult.containsAction(ACTION)`() -> "First Name ValidatorResult should contain the '" + ACTION + "' action.");" is 130.,196
commons-validator,org.apache.commons.validator,RequiredIfTest,testRequiredLastNameBlank,Long Statement,The length of the statement "assertTrue(firstNameResult.isValid(ACTION)`() -> "First Name ValidatorResult for the '" + ACTION + "' action should have passed.");" is 131.,196
commons-validator,org.apache.commons.validator,RequiredIfTest,testRequiredLastNameBlank,Long Statement,The length of the statement "assertTrue(lastNameResult.containsAction(ACTION)`() -> "Last Name ValidatorResult should contain the '" + ACTION + "' action.");" is 128.,196
commons-validator,org.apache.commons.validator,RequiredIfTest,testRequiredLastNameBlank,Long Statement,The length of the statement "assertTrue(!lastNameResult.isValid(ACTION)`() -> "Last Name ValidatorResult for the '" + ACTION + "' action should have failed.");" is 130.,196
commons-validator,org.apache.commons.validator,RequiredNameTest,testRequired,Long Statement,The length of the statement "assertTrue(firstNameResult.containsAction(ACTION)`() -> "First Name ValidatorResult should contain the '" + ACTION + "' action.");" is 130.,57
commons-validator,org.apache.commons.validator,RequiredNameTest,testRequired,Long Statement,The length of the statement "assertTrue(!firstNameResult.isValid(ACTION)`() -> "First Name ValidatorResult for the '" + ACTION + "' action should have failed.");" is 132.,57
commons-validator,org.apache.commons.validator,RequiredNameTest,testRequired,Long Statement,The length of the statement "assertTrue(lastNameResult.containsAction(ACTION)`"Last Name ValidatorResult should contain the '" + ACTION + "' action.");" is 122.,57
commons-validator,org.apache.commons.validator,RequiredNameTest,testRequired,Long Statement,The length of the statement "assertTrue(!lastNameResult.isValid(ACTION)`"Last Name ValidatorResult for the '" + ACTION + "' action should have failed.");" is 124.,57
commons-validator,org.apache.commons.validator,RequiredNameTest,testRequiredFirstName,Long Statement,The length of the statement "assertTrue(firstNameResult.containsAction(ACTION)`() -> "First Name ValidatorResult should contain the '" + ACTION + "' action.");" is 130.,93
commons-validator,org.apache.commons.validator,RequiredNameTest,testRequiredFirstName,Long Statement,The length of the statement "assertTrue(firstNameResult.isValid(ACTION)`() -> "First Name ValidatorResult for the '" + ACTION + "' action should have passed.");" is 131.,93
commons-validator,org.apache.commons.validator,RequiredNameTest,testRequiredFirstName,Long Statement,The length of the statement "assertTrue(lastNameResult.containsAction(ACTION)`() -> "Last Name ValidatorResult should contain the '" + ACTION + "' action.");" is 128.,93
commons-validator,org.apache.commons.validator,RequiredNameTest,testRequiredFirstName,Long Statement,The length of the statement "assertTrue(!lastNameResult.isValid(ACTION)`() -> "Last Name ValidatorResult for the '" + ACTION + "' action should have failed.");" is 130.,93
commons-validator,org.apache.commons.validator,RequiredNameTest,testRequiredFirstNameBlank,Long Statement,The length of the statement "assertTrue(firstNameResult.containsAction(ACTION)`() -> "First Name ValidatorResult should contain the '" + ACTION + "' action.");" is 130.,126
commons-validator,org.apache.commons.validator,RequiredNameTest,testRequiredFirstNameBlank,Long Statement,The length of the statement "assertTrue(!firstNameResult.isValid(ACTION)`() -> "First Name ValidatorResult for the '" + ACTION + "' action should have failed.");" is 132.,126
commons-validator,org.apache.commons.validator,RequiredNameTest,testRequiredFirstNameBlank,Long Statement,The length of the statement "assertTrue(lastNameResult.containsAction(ACTION)`() -> "Last Name ValidatorResult should contain the '" + ACTION + "' action.");" is 128.,126
commons-validator,org.apache.commons.validator,RequiredNameTest,testRequiredFirstNameBlank,Long Statement,The length of the statement "assertTrue(!lastNameResult.isValid(ACTION)`() -> "Last Name ValidatorResult for the '" + ACTION + "' action should have failed.");" is 130.,126
commons-validator,org.apache.commons.validator,RequiredNameTest,testRequiredLastName,Long Statement,The length of the statement "assertTrue(firstNameResult.containsAction(ACTION)`() -> "First Name ValidatorResult should contain the '" + ACTION + "' action.");" is 130.,159
commons-validator,org.apache.commons.validator,RequiredNameTest,testRequiredLastName,Long Statement,The length of the statement "assertTrue(!firstNameResult.isValid(ACTION)`() -> "First Name ValidatorResult for the '" + ACTION + "' action should have failed.");" is 132.,159
commons-validator,org.apache.commons.validator,RequiredNameTest,testRequiredLastName,Long Statement,The length of the statement "assertTrue(lastNameResult.containsAction(ACTION)`() -> "Last Name ValidatorResult should contain the '" + ACTION + "' action.");" is 128.,159
commons-validator,org.apache.commons.validator,RequiredNameTest,testRequiredLastName,Long Statement,The length of the statement "assertTrue(lastNameResult.isValid(ACTION)`() -> "Last Name ValidatorResult for the '" + ACTION + "' action should have passed.");" is 129.,159
